dataid,devicename,sensor,sensorid,value,dbtimestamp
11340696,NDS006,Soil Potassium,14,35.0,2024-08-31 00:00:00.382043
11340695,NDS006,Soil Phosphorus,13,43.0,2024-08-31 00:00:00.377074
11340694,NDS006,Soil Nitrogen,12,0.0,2024-08-31 00:00:00.367056
11340693,NDS006,Soil pH,10,6.9,2024-08-31 00:00:00.363041
11340692,NDS006,Soil EC,11,179.0,2024-08-31 00:00:00.358541
11340691,NDS006,Soil Temperature,8,29.0,2024-08-31 00:00:00.348851
11340690,NDS006,Soil Moisture,9,27.0,2024-08-31 00:00:00.344657
11043362,NDS016,Soil Potassium,14,46.0,2024-08-30 00:00:19.899726
11043361,NDS015,Soil Potassium,14,12.0,2024-08-30 00:00:19.897207
11043360,NDS016,Soil Phosphorus,13,53.0,2024-08-30 00:00:19.895522
11043359,NDS015,Soil Phosphorus,13,20.0,2024-08-30 00:00:19.893357
11043358,NDS016,Soil Nitrogen,12,3.0,2024-08-30 00:00:19.885990
11043357,NDS015,Soil Nitrogen,12,0.0,2024-08-30 00:00:19.884933
11043356,NDS016,Soil pH,10,6.5,2024-08-30 00:00:19.881775
11043355,NDS015,Soil pH,10,5.7,2024-08-30 00:00:19.881385
11043354,NDS016,Soil EC,11,200.0,2024-08-30 00:00:19.877953
11043353,NDS015,Soil EC,11,131.0,2024-08-30 00:00:19.876763
11043352,NDS016,Soil Temperature,8,28.0,2024-08-30 00:00:19.869192
11043351,NDS015,Soil Temperature,8,29.9,2024-08-30 00:00:19.868721
11043350,NDS016,Soil Moisture,9,48.6,2024-08-30 00:00:19.865519
11043349,NDS015,Soil Moisture,9,20.6,2024-08-30 00:00:19.864040
11043335,NDS006,Soil Potassium,14,29.0,2024-08-30 00:00:14.673840
11043334,NDS006,Soil Phosphorus,13,37.0,2024-08-30 00:00:14.665381
11043333,NDS006,Soil Nitrogen,12,0.0,2024-08-30 00:00:14.661380
11043332,NDS006,Soil pH,10,6.7,2024-08-30 00:00:14.657677
11043331,NDS006,Soil EC,11,167.0,2024-08-30 00:00:14.649236
11043330,NDS006,Soil Temperature,8,28.4,2024-08-30 00:00:14.645660
11043329,NDS006,Soil Moisture,9,27.0,2024-08-30 00:00:14.640858
11043326,NDS011,Soil Potassium,14,527.0,2024-08-30 00:00:11.430312
11043325,NDS011,Soil Phosphorus,13,531.0,2024-08-30 00:00:11.418610
11043324,NDS011,Soil Nitrogen,12,209.0,2024-08-30 00:00:11.411527
11043323,NDS011,Soil pH,10,5.1,2024-08-30 00:00:11.400979
11043322,NDS011,Soil EC,11,1190.0,2024-08-30 00:00:11.396833
11043321,NDS011,Soil Temperature,8,27.8,2024-08-30 00:00:11.386320
11043320,NDS011,Soil Moisture,9,61.0,2024-08-30 00:00:11.381881
11043319,NDS011,Humidity,3,96.716255,2024-08-30 00:00:10.642353
11043318,NDS011,Air Temperature,2,28.399328,2024-08-30 00:00:10.633505
11043317,NDS011,CO2,1,728.0,2024-08-30 00:00:10.629359
11043316,NDS002,Soil Potassium,14,65535.0,2024-08-30 00:00:10.074695
11043315,NDS002,Soil Phosphorus,13,65535.0,2024-08-30 00:00:10.066078
11043314,NDS002,Soil Nitrogen,12,65535.0,2024-08-30 00:00:10.061636
11043313,NDS002,Soil pH,10,6553.5,2024-08-30 00:00:10.057791
11043312,NDS002,Soil EC,11,65535.0,2024-08-30 00:00:10.048812
11043311,NDS002,Soil Temperature,8,6553.5,2024-08-30 00:00:10.044716
11043310,NDS002,Soil Moisture,9,6553.5,2024-08-30 00:00:10.040381
11043305,NDS012,Soil Potassium,14,26.0,2024-08-30 00:00:03.095708
11043304,NDS012,Soil Phosphorus,13,33.0,2024-08-30 00:00:03.087053
11043303,NDS012,Soil Nitrogen,12,0.0,2024-08-30 00:00:03.083225
11043302,NDS012,Soil pH,10,5.8,2024-08-30 00:00:03.079550
11043301,NDS012,Soil EC,11,159.0,2024-08-30 00:00:03.070047
11043300,NDS012,Soil Temperature,8,28.3,2024-08-30 00:00:03.066521
11043299,NDS012,Soil Moisture,9,28.6,2024-08-30 00:00:03.063019
11043298,NDS012,Humidity,3,100.0,2024-08-30 00:00:02.361477
11043297,NDS012,Air Temperature,2,27.454033,2024-08-30 00:00:02.352672
11043296,NDS012,CO2,1,1321.0,2024-08-30 00:00:02.348976
11043295,NDS004,Soil Potassium,14,9.0,2024-08-30 00:00:01.171170
11043294,NDS004,Soil Phosphorus,13,17.0,2024-08-30 00:00:01.162508
11043293,NDS004,Soil Nitrogen,12,0.0,2024-08-30 00:00:01.158267
11043292,NDS004,Soil pH,10,7.2,2024-08-30 00:00:01.154608
11043291,NDS004,Soil EC,11,124.0,2024-08-30 00:00:01.145917
11043290,NDS004,Soil Temperature,8,27.7,2024-08-30 00:00:01.142007
11043289,NDS004,Soil Moisture,9,20.8,2024-08-30 00:00:01.137378
10752628,NDS012,Soil Potassium,14,102.0,2024-08-29 00:00:27.172190
10752627,NDS012,Soil Phosphorus,13,109.0,2024-08-29 00:00:27.164450
10752626,NDS012,Soil Nitrogen,12,27.0,2024-08-29 00:00:27.160238
10752625,NDS012,Soil pH,10,5.9,2024-08-29 00:00:27.155726
10752624,NDS012,Soil EC,11,316.0,2024-08-29 00:00:27.147290
10752623,NDS012,Soil Temperature,8,27.8,2024-08-29 00:00:27.143400
10752622,NDS012,Soil Moisture,9,45.6,2024-08-29 00:00:27.139410
10752618,NDS012,Humidity,3,99.57275,2024-08-29 00:00:26.522190
10752617,NDS012,Air Temperature,2,26.887922,2024-08-29 00:00:26.517486
10752616,NDS012,CO2,1,868.0,2024-08-29 00:00:26.510545
10752603,NDS002,Soil Potassium,14,65535.0,2024-08-29 00:00:20.418377
10752602,NDS002,Soil Phosphorus,13,32256.0,2024-08-29 00:00:20.411039
10752601,NDS002,Soil Nitrogen,12,247.0,2024-08-29 00:00:20.407173
10752600,NDS002,Soil pH,10,0.0,2024-08-29 00:00:20.403212
10752599,NDS002,Soil EC,11,0.0,2024-08-29 00:00:20.395500
10752598,NDS002,Soil Temperature,8,1792.0,2024-08-29 00:00:20.391780
10752597,NDS002,Soil Moisture,9,1843.2,2024-08-29 00:00:20.387945
10752596,NDS015,Soil Potassium,14,24.0,2024-08-29 00:00:20.112754
10752595,NDS015,Soil Phosphorus,13,31.0,2024-08-29 00:00:20.104999
10752594,NDS015,Soil Nitrogen,12,0.0,2024-08-29 00:00:20.100839
10752593,NDS015,Soil pH,10,5.1,2024-08-29 00:00:20.095742
10752592,NDS015,Soil EC,11,155.0,2024-08-29 00:00:20.088033
10752591,NDS015,Soil Temperature,8,27.9,2024-08-29 00:00:20.083921
10752590,NDS015,Soil Moisture,9,20.9,2024-08-29 00:00:20.079511
10752588,NDS016,Soil Potassium,14,62.0,2024-08-29 00:00:17.328781
10752587,NDS016,Soil Phosphorus,13,70.0,2024-08-29 00:00:17.321913
10752586,NDS016,Soil Nitrogen,12,10.0,2024-08-29 00:00:17.317865
10752585,NDS016,Soil pH,10,6.0,2024-08-29 00:00:17.313475
10752584,NDS016,Soil EC,11,234.0,2024-08-29 00:00:17.306218
10752583,NDS016,Soil Temperature,8,27.8,2024-08-29 00:00:17.302430
10752582,NDS016,Soil Moisture,9,61.0,2024-08-29 00:00:17.298443
10752578,NDS004,Soil Potassium,14,12.0,2024-08-29 00:00:07.915643
10752577,NDS004,Soil Phosphorus,13,20.0,2024-08-29 00:00:07.911402
10752576,NDS004,Soil Nitrogen,12,0.0,2024-08-29 00:00:07.904086
10752575,NDS004,Soil pH,10,7.2,2024-08-29 00:00:07.899777
10752574,NDS004,Soil EC,11,131.0,2024-08-29 00:00:07.895527
10752573,NDS004,Soil Temperature,8,27.3,2024-08-29 00:00:07.887502
10752572,NDS004,Soil Moisture,9,21.8,2024-08-29 00:00:07.883192
10752571,NDS006,Soil Potassium,14,29.0,2024-08-29 00:00:07.216058
10752570,NDS006,Soil Phosphorus,13,37.0,2024-08-29 00:00:07.208715
10752569,NDS006,Soil Nitrogen,12,0.0,2024-08-29 00:00:07.204543
10752568,NDS006,Soil pH,10,6.6,2024-08-29 00:00:07.200604
10752567,NDS006,Soil EC,11,167.0,2024-08-29 00:00:07.192062
10752566,NDS006,Soil Temperature,8,28.4,2024-08-29 00:00:07.187500
10752565,NDS006,Soil Moisture,9,27.1,2024-08-29 00:00:07.183215
10752556,NDS005,Soil Potassium,14,177.0,2024-08-29 00:00:05.250395
10752555,NDS005,Soil Phosphorus,13,183.0,2024-08-29 00:00:05.243573
10752554,NDS005,Soil Nitrogen,12,59.0,2024-08-29 00:00:05.239771
10752553,NDS005,Soil pH,10,6.7,2024-08-29 00:00:05.235000
10752552,NDS005,Soil EC,11,470.0,2024-08-29 00:00:05.228137
10752551,NDS005,Soil Temperature,8,28.2,2024-08-29 00:00:05.224379
10752550,NDS005,Soil Moisture,9,48.4,2024-08-29 00:00:05.220461
10752548,NDS011,Soil Potassium,14,429.0,2024-08-29 00:00:01.569285
10752547,NDS011,Soil Phosphorus,13,433.0,2024-08-29 00:00:01.562457
10752546,NDS011,Soil Nitrogen,12,167.0,2024-08-29 00:00:01.558686
10752545,NDS011,Soil pH,10,5.3,2024-08-29 00:00:01.554764
10752544,NDS011,Soil EC,11,988.0,2024-08-29 00:00:01.546749
10752543,NDS011,Soil Temperature,8,27.3,2024-08-29 00:00:01.542911
10752542,NDS011,Soil Moisture,9,37.8,2024-08-29 00:00:01.538988
10752533,NDS011,Humidity,3,93.90097,2024-08-29 00:00:00.837207
10752532,NDS011,Air Temperature,2,26.69299,2024-08-29 00:00:00.831513
10752531,NDS011,CO2,1,533.0,2024-08-29 00:00:00.824660
10468429,NDS006,Soil Potassium,14,29.0,2024-08-28 00:00:29.829116
10468428,NDS006,Soil Phosphorus,13,36.0,2024-08-28 00:00:29.821129
10468427,NDS006,Soil Nitrogen,12,0.0,2024-08-28 00:00:29.817111
10468426,NDS006,Soil pH,10,6.7,2024-08-28 00:00:29.813219
10468425,NDS006,Soil EC,11,165.0,2024-08-28 00:00:29.805112
10468424,NDS006,Soil Temperature,8,27.9,2024-08-28 00:00:29.801283
10468423,NDS006,Soil Moisture,9,25.6,2024-08-28 00:00:29.796986
10468421,NDS011,Soil Potassium,14,429.0,2024-08-28 00:00:29.216622
10468420,NDS011,Soil Phosphorus,13,434.0,2024-08-28 00:00:29.208192
10468419,NDS011,Soil Nitrogen,12,167.0,2024-08-28 00:00:29.204159
10468418,NDS011,Soil pH,10,5.4,2024-08-28 00:00:29.200266
10468417,NDS011,Soil EC,11,989.0,2024-08-28 00:00:29.191669
10468416,NDS011,Soil Temperature,8,26.8,2024-08-28 00:00:29.188044
10468415,NDS011,Soil Moisture,9,39.6,2024-08-28 00:00:29.183835
10468404,NDS011,Humidity,3,91.65331,2024-08-28 00:00:28.366925
10468403,NDS011,Air Temperature,2,25.65156,2024-08-28 00:00:28.362351
10468402,NDS011,CO2,1,432.0,2024-08-28 00:00:28.354518
10468400,NDS004,Soil Potassium,14,12.0,2024-08-28 00:00:27.187777
10468399,NDS004,Soil Phosphorus,13,20.0,2024-08-28 00:00:27.179659
10468398,NDS004,Soil Nitrogen,12,0.0,2024-08-28 00:00:27.175914
10468397,NDS004,Soil pH,10,7.0,2024-08-28 00:00:27.172033
10468396,NDS004,Soil EC,11,132.0,2024-08-28 00:00:27.163520
10468395,NDS004,Soil Temperature,8,26.6,2024-08-28 00:00:27.159643
10468394,NDS004,Soil Moisture,9,22.4,2024-08-28 00:00:27.155766
10468393,NDS012,Soil Potassium,14,101.0,2024-08-28 00:00:26.939420
10468392,NDS012,Soil Phosphorus,13,109.0,2024-08-28 00:00:26.936020
10468391,NDS012,Soil Nitrogen,12,27.0,2024-08-28 00:00:26.930882
10468390,NDS012,Soil pH,10,5.9,2024-08-28 00:00:26.928379
10468389,NDS012,Soil EC,11,315.0,2024-08-28 00:00:26.925738
10468388,NDS012,Soil Temperature,8,27.3,2024-08-28 00:00:26.922768
10468387,NDS012,Soil Moisture,9,47.2,2024-08-28 00:00:26.919844
10468386,NDS012,Humidity,3,98.40391,2024-08-28 00:00:26.207571
10468385,NDS012,Air Temperature,2,25.996033,2024-08-28 00:00:26.203249
10468384,NDS012,CO2,1,679.0,2024-08-28 00:00:26.194503
10468372,NDS005,Soil Potassium,14,173.0,2024-08-28 00:00:22.147807
10468371,NDS005,Soil Phosphorus,13,180.0,2024-08-28 00:00:22.139708
10468370,NDS005,Soil Nitrogen,12,58.0,2024-08-28 00:00:22.135609
10468369,NDS005,Soil pH,10,7.1,2024-08-28 00:00:22.131410
10468368,NDS005,Soil EC,11,463.0,2024-08-28 00:00:22.123242
10468367,NDS005,Soil Temperature,8,27.7,2024-08-28 00:00:22.119540
10468366,NDS005,Soil Moisture,9,45.4,2024-08-28 00:00:22.115381
10468365,NDS016,Soil Potassium,14,56.0,2024-08-28 00:00:21.648342
10468364,NDS016,Soil Phosphorus,13,64.0,2024-08-28 00:00:21.642733
10468363,NDS016,Soil Nitrogen,12,7.0,2024-08-28 00:00:21.639650
10468362,NDS016,Soil pH,10,5.8,2024-08-28 00:00:21.635938
10468361,NDS016,Soil EC,11,222.0,2024-08-28 00:00:21.632574
10468360,NDS016,Soil Temperature,8,27.2,2024-08-28 00:00:21.626790
10468359,NDS016,Soil Moisture,9,63.6,2024-08-28 00:00:21.623381
10468351,NDS015,Soil Potassium,14,24.0,2024-08-28 00:00:09.862655
10468350,NDS015,Soil Phosphorus,13,31.0,2024-08-28 00:00:09.858779
10468349,NDS015,Soil Nitrogen,12,0.0,2024-08-28 00:00:09.854414
10468348,NDS015,Soil pH,10,5.5,2024-08-28 00:00:09.846849
10468347,NDS015,Soil EC,11,155.0,2024-08-28 00:00:09.842595
10468346,NDS015,Soil Temperature,8,27.3,2024-08-28 00:00:09.838188
10468345,NDS015,Soil Moisture,9,22.2,2024-08-28 00:00:09.830420
10468342,NDS002,Soil Potassium,14,65535.0,2024-08-28 00:00:05.557191
10468341,NDS002,Soil Phosphorus,13,36352.0,2024-08-28 00:00:05.549143
10468340,NDS002,Soil Nitrogen,12,242.0,2024-08-28 00:00:05.545243
10468339,NDS002,Soil pH,10,0.0,2024-08-28 00:00:05.540870
10468338,NDS002,Soil EC,11,0.0,2024-08-28 00:00:05.532689
10468337,NDS002,Soil Temperature,8,1740.8,2024-08-28 00:00:05.528953
10468336,NDS002,Soil Moisture,9,1894.4,2024-08-28 00:00:05.524968
10184817,NDS004,Soil Potassium,14,13.0,2024-08-27 00:00:25.761750
10184816,NDS004,Soil Phosphorus,13,21.0,2024-08-27 00:00:25.757749
10184815,NDS004,Soil Nitrogen,12,0.0,2024-08-27 00:00:25.748442
10184814,NDS004,Soil pH,10,6.7,2024-08-27 00:00:25.744408
10184813,NDS004,Soil EC,11,133.0,2024-08-27 00:00:25.734714
10184812,NDS004,Soil Temperature,8,27.9,2024-08-27 00:00:25.731333
10184811,NDS004,Soil Moisture,9,22.4,2024-08-27 00:00:25.727410
10184809,NDS016,Soil Potassium,14,61.0,2024-08-27 00:00:24.949498
10184808,NDS016,Soil Phosphorus,13,69.0,2024-08-27 00:00:24.945508
10184807,NDS016,Soil Nitrogen,12,9.0,2024-08-27 00:00:24.936387
10184806,NDS016,Soil pH,10,6.0,2024-08-27 00:00:24.932457
10184805,NDS016,Soil EC,11,232.0,2024-08-27 00:00:24.922430
10184804,NDS016,Soil Temperature,8,28.4,2024-08-27 00:00:24.919079
10184803,NDS016,Soil Moisture,9,63.8,2024-08-27 00:00:24.915501
10184798,NDS005,Soil Potassium,14,187.0,2024-08-27 00:00:23.601557
10184797,NDS005,Soil Phosphorus,13,194.0,2024-08-27 00:00:23.597521
10184796,NDS005,Soil Nitrogen,12,64.0,2024-08-27 00:00:23.588575
10184795,NDS005,Soil pH,10,7.6,2024-08-27 00:00:23.584635
10184794,NDS005,Soil EC,11,492.0,2024-08-27 00:00:23.574722
10184793,NDS005,Soil Temperature,8,28.9,2024-08-27 00:00:23.571317
10184792,NDS005,Soil Moisture,9,47.7,2024-08-27 00:00:23.567778
10184791,NDS002,Soil Potassium,14,65535.0,2024-08-27 00:00:22.277806
10184790,NDS002,Soil Phosphorus,13,65535.0,2024-08-27 00:00:22.268149
10184789,NDS002,Soil Nitrogen,12,65535.0,2024-08-27 00:00:22.264751
10184788,NDS002,Soil pH,10,6553.5,2024-08-27 00:00:22.261199
10184787,NDS002,Soil EC,11,65535.0,2024-08-27 00:00:22.251413
10184786,NDS002,Soil Temperature,8,6553.5,2024-08-27 00:00:22.247632
10184785,NDS002,Soil Moisture,9,6553.5,2024-08-27 00:00:22.243610
10184770,NDS015,Soil Potassium,14,26.0,2024-08-27 00:00:11.221704
10184769,NDS015,Soil Phosphorus,13,33.0,2024-08-27 00:00:11.217428
10184768,NDS015,Soil Nitrogen,12,0.0,2024-08-27 00:00:11.208230
10184767,NDS015,Soil pH,10,5.4,2024-08-27 00:00:11.204635
10184766,NDS015,Soil EC,11,159.0,2024-08-27 00:00:11.195022
10184765,NDS015,Soil Temperature,8,28.6,2024-08-27 00:00:11.191300
10184764,NDS015,Soil Moisture,9,21.8,2024-08-27 00:00:11.187359
10184763,NDS006,Soil Potassium,14,25.0,2024-08-27 00:00:11.014055
10184762,NDS006,Soil Phosphorus,13,33.0,2024-08-27 00:00:11.010532
10184761,NDS006,Soil Nitrogen,12,0.0,2024-08-27 00:00:11.000689
10184760,NDS006,Soil pH,10,6.5,2024-08-27 00:00:10.996745
10184759,NDS006,Soil EC,11,158.0,2024-08-27 00:00:10.992641
10184758,NDS006,Soil Temperature,8,29.0,2024-08-27 00:00:10.983688
10184757,NDS006,Soil Moisture,9,24.9,2024-08-27 00:00:10.979342
10184756,NDS012,Soil Potassium,14,107.0,2024-08-27 00:00:07.726006
10184755,NDS012,Soil Phosphorus,13,114.0,2024-08-27 00:00:07.717835
10184754,NDS012,Soil Nitrogen,12,29.0,2024-08-27 00:00:07.711405
10184753,NDS012,Soil pH,10,6.0,2024-08-27 00:00:07.700068
10184752,NDS012,Soil EC,11,326.0,2024-08-27 00:00:07.696738
10184751,NDS012,Soil Temperature,8,28.4,2024-08-27 00:00:07.693361
10184750,NDS012,Soil Moisture,9,46.7,2024-08-27 00:00:07.686421
10184748,NDS012,Humidity,3,100.0,2024-08-27 00:00:07.087210
10184747,NDS012,Air Temperature,2,27.51545,2024-08-27 00:00:07.077640
10184746,NDS012,CO2,1,932.0,2024-08-27 00:00:07.074155
10184731,NDS011,Soil Potassium,14,453.0,2024-08-27 00:00:01.914461
10184730,NDS011,Soil Phosphorus,13,458.0,2024-08-27 00:00:01.910291
10184729,NDS011,Soil Nitrogen,12,178.0,2024-08-27 00:00:01.905562
10184728,NDS011,Soil pH,10,5.2,2024-08-27 00:00:01.895553
10184727,NDS011,Soil EC,11,1039.0,2024-08-27 00:00:01.890866
10184726,NDS011,Soil Temperature,8,27.8,2024-08-27 00:00:01.880798
10184725,NDS011,Soil Moisture,9,42.1,2024-08-27 00:00:01.876455
10184723,NDS011,Humidity,3,95.86023,2024-08-27 00:00:01.147762
10184722,NDS011,Air Temperature,2,27.379263,2024-08-27 00:00:01.137826
10184721,NDS011,CO2,1,528.0,2024-08-27 00:00:01.133930
9900649,NDS011,Soil Potassium,14,424.0,2024-08-26 00:00:31.421324
9900648,NDS011,Soil Phosphorus,13,429.0,2024-08-26 00:00:31.410649
9900647,NDS011,Soil Nitrogen,12,165.0,2024-08-26 00:00:31.405990
9900646,NDS011,Soil pH,10,5.2,2024-08-26 00:00:31.395633
9900645,NDS011,Soil EC,11,979.0,2024-08-26 00:00:31.391178
9900644,NDS011,Soil Temperature,8,27.2,2024-08-26 00:00:31.379799
9900643,NDS011,Soil Moisture,9,44.3,2024-08-26 00:00:31.375158
9900642,NDS011,Humidity,3,97.30068,2024-08-26 00:00:30.539213
9900641,NDS011,Air Temperature,2,26.735714,2024-08-26 00:00:30.527539
9900640,NDS011,CO2,1,590.0,2024-08-26 00:00:30.523650
9900639,NDS015,Soil Potassium,14,26.0,2024-08-26 00:00:29.269135
9900638,NDS015,Soil Phosphorus,13,34.0,2024-08-26 00:00:29.258355
9900637,NDS015,Soil Nitrogen,12,0.0,2024-08-26 00:00:29.253430
9900636,NDS015,Soil pH,10,5.3,2024-08-26 00:00:29.242311
9900635,NDS015,Soil EC,11,160.0,2024-08-26 00:00:29.237519
9900634,NDS015,Soil Temperature,8,27.9,2024-08-26 00:00:29.226472
9900633,NDS015,Soil Moisture,9,21.7,2024-08-26 00:00:29.222179
9900627,NDS006,Soil Potassium,14,23.0,2024-08-26 00:00:23.834939
9900626,NDS006,Soil Phosphorus,13,31.0,2024-08-26 00:00:23.823533
9900625,NDS006,Soil Nitrogen,12,0.0,2024-08-26 00:00:23.819609
9900624,NDS006,Soil pH,10,6.7,2024-08-26 00:00:23.808330
9900623,NDS006,Soil EC,11,153.0,2024-08-26 00:00:23.803975
9900622,NDS006,Soil Temperature,8,28.3,2024-08-26 00:00:23.791048
9900621,NDS006,Soil Moisture,9,24.0,2024-08-26 00:00:23.787018
9900616,NDS012,Soil Potassium,14,103.0,2024-08-26 00:00:14.713505
9900615,NDS012,Soil Phosphorus,13,110.0,2024-08-26 00:00:14.701680
9900614,NDS012,Soil Nitrogen,12,27.0,2024-08-26 00:00:14.697305
9900613,NDS012,Soil pH,10,5.9,2024-08-26 00:00:14.686246
9900612,NDS012,Soil EC,11,318.0,2024-08-26 00:00:14.681459
9900611,NDS012,Soil Temperature,8,27.7,2024-08-26 00:00:14.670853
9900610,NDS012,Soil Moisture,9,50.5,2024-08-26 00:00:14.666938
9900609,NDS012,Humidity,3,100.0,2024-08-26 00:00:13.868078
9900608,NDS012,Air Temperature,2,26.855879,2024-08-26 00:00:13.856823
9900607,NDS012,CO2,1,931.0,2024-08-26 00:00:13.852623
9900606,NDS016,Soil Potassium,14,57.0,2024-08-26 00:00:13.384896
9900605,NDS016,Soil Phosphorus,13,65.0,2024-08-26 00:00:13.373324
9900604,NDS016,Soil Nitrogen,12,8.0,2024-08-26 00:00:13.369329
9900603,NDS016,Soil pH,10,6.0,2024-08-26 00:00:13.357849
9900602,NDS016,Soil EC,11,224.0,2024-08-26 00:00:13.353617
9900601,NDS016,Soil Temperature,8,27.5,2024-08-26 00:00:13.342043
9900600,NDS016,Soil Moisture,9,64.9,2024-08-26 00:00:13.337637
9900598,NDS005,Soil Potassium,14,187.0,2024-08-26 00:00:11.146644
9900597,NDS005,Soil Phosphorus,13,193.0,2024-08-26 00:00:11.141252
9900596,NDS005,Soil Nitrogen,12,63.0,2024-08-26 00:00:11.118366
9900595,NDS005,Soil pH,10,7.6,2024-08-26 00:00:11.107699
9900594,NDS005,Soil EC,11,490.0,2024-08-26 00:00:11.103685
9900593,NDS005,Soil Temperature,8,28.2,2024-08-26 00:00:11.092119
9900592,NDS005,Soil Moisture,9,45.9,2024-08-26 00:00:11.088233
9900577,NDS004,Soil Potassium,14,9.0,2024-08-26 00:00:06.832651
9900576,NDS004,Soil Phosphorus,13,17.0,2024-08-26 00:00:06.822029
9900575,NDS004,Soil Nitrogen,12,0.0,2024-08-26 00:00:06.818034
9900574,NDS004,Soil pH,10,6.3,2024-08-26 00:00:06.806611
9900573,NDS004,Soil EC,11,125.0,2024-08-26 00:00:06.802690
9900572,NDS004,Soil Temperature,8,27.1,2024-08-26 00:00:06.790060
9900571,NDS004,Soil Moisture,9,22.7,2024-08-26 00:00:06.786087
9900562,NDS002,Soil Potassium,14,65535.0,2024-08-26 00:00:03.953009
9900561,NDS002,Soil Phosphorus,13,65535.0,2024-08-26 00:00:03.949121
9900560,NDS002,Soil Nitrogen,12,65535.0,2024-08-26 00:00:03.937993
9900559,NDS002,Soil pH,10,6553.5,2024-08-26 00:00:03.933719
9900558,NDS002,Soil EC,11,65535.0,2024-08-26 00:00:03.929419
9900557,NDS002,Soil Temperature,8,6553.5,2024-08-26 00:00:03.918872
9900556,NDS002,Soil Moisture,9,6553.5,2024-08-26 00:00:03.914943
9616268,NDS012,Soil Potassium,14,103.0,2024-08-25 00:00:25.172527
9616267,NDS012,Soil Phosphorus,13,110.0,2024-08-25 00:00:25.160825
9616266,NDS012,Soil Nitrogen,12,27.0,2024-08-25 00:00:25.156544
9616265,NDS012,Soil pH,10,6.0,2024-08-25 00:00:25.144357
9616264,NDS012,Soil EC,11,318.0,2024-08-25 00:00:25.139942
9616263,NDS012,Soil Temperature,8,27.6,2024-08-25 00:00:25.128192
9616262,NDS012,Soil Moisture,9,47.6,2024-08-25 00:00:25.123424
9616260,NDS012,Humidity,3,98.17807,2024-08-25 00:00:24.494652
9616259,NDS012,Air Temperature,2,26.855879,2024-08-25 00:00:24.482491
9616258,NDS012,CO2,1,836.0,2024-08-25 00:00:24.478210
9616257,NDS004,Soil Potassium,14,7.0,2024-08-25 00:00:23.832213
9616256,NDS004,Soil Phosphorus,13,15.0,2024-08-25 00:00:23.819978
9616255,NDS004,Soil Nitrogen,12,0.0,2024-08-25 00:00:23.815943
9616254,NDS004,Soil pH,10,6.1,2024-08-25 00:00:23.803375
9616253,NDS004,Soil EC,11,120.0,2024-08-25 00:00:23.799387
9616252,NDS004,Soil Temperature,8,27.1,2024-08-25 00:00:23.787313
9616251,NDS004,Soil Moisture,9,21.1,2024-08-25 00:00:23.783335
9616250,NDS002,Soil Potassium,14,65535.0,2024-08-25 00:00:21.393176
9616249,NDS002,Soil Phosphorus,13,65535.0,2024-08-25 00:00:21.381046
9616248,NDS002,Soil Nitrogen,12,65535.0,2024-08-25 00:00:21.376683
9616247,NDS002,Soil pH,10,6553.5,2024-08-25 00:00:21.364547
9616246,NDS002,Soil EC,11,65535.0,2024-08-25 00:00:21.360201
9616245,NDS002,Soil Temperature,8,6553.5,2024-08-25 00:00:21.348015
9616244,NDS002,Soil Moisture,9,6553.5,2024-08-25 00:00:21.343848
9616234,NDS015,Soil Potassium,14,26.0,2024-08-25 00:00:18.183833
9616233,NDS015,Soil Phosphorus,13,34.0,2024-08-25 00:00:18.179855
9616232,NDS015,Soil Nitrogen,12,0.0,2024-08-25 00:00:18.169830
9616231,NDS015,Soil pH,10,5.6,2024-08-25 00:00:18.165761
9616230,NDS015,Soil EC,11,160.0,2024-08-25 00:00:18.161697
9616229,NDS015,Soil Temperature,8,27.7,2024-08-25 00:00:18.151321
9616227,NDS015,Soil Moisture,9,22.4,2024-08-25 00:00:18.147221
9616207,NDS011,Soil Potassium,14,410.0,2024-08-25 00:00:15.832410
9616206,NDS011,Soil Phosphorus,13,414.0,2024-08-25 00:00:15.820081
9616205,NDS011,Soil Nitrogen,12,159.0,2024-08-25 00:00:15.816131
9616204,NDS011,Soil pH,10,5.2,2024-08-25 00:00:15.804265
9616203,NDS011,Soil EC,11,949.0,2024-08-25 00:00:15.800343
9616202,NDS011,Soil Temperature,8,27.1,2024-08-25 00:00:15.787804
9616201,NDS011,Soil Moisture,9,41.6,2024-08-25 00:00:15.783888
9616200,NDS011,Humidity,3,92.27436,2024-08-25 00:00:15.078153
9616199,NDS011,Air Temperature,2,26.701,2024-08-25 00:00:15.074250
9616198,NDS011,CO2,1,520.0,2024-08-25 00:00:15.061499
9616195,NDS006,Soil Potassium,14,22.0,2024-08-25 00:00:12.257565
9616194,NDS006,Soil Phosphorus,13,30.0,2024-08-25 00:00:12.253211
9616193,NDS006,Soil Nitrogen,12,0.0,2024-08-25 00:00:12.241534
9616192,NDS006,Soil pH,10,6.0,2024-08-25 00:00:12.237227
9616191,NDS006,Soil EC,11,152.0,2024-08-25 00:00:12.225257
9616190,NDS006,Soil Temperature,8,28.3,2024-08-25 00:00:12.220996
9616189,NDS006,Soil Moisture,9,26.0,2024-08-25 00:00:12.208898
9616188,NDS005,Soil Potassium,14,186.0,2024-08-25 00:00:11.642533
