dbtimestamp,devicename,Soil EC,Soil Moisture,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Temperature,Soil pH,NPK Ratio,N Category,P Category,K Category,NPK Level,NPK Done,feeding_description,Feeding Category
2024-12-09 00:00:22.124656,NDS011,1903.0,86.3,358.0,875.0,874.0,27.6,7.5,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,20g of coffee grounds,Brown
2024-12-09 00:00:15.174888,NDS004,689.0,48.4,105.0,289.0,283.0,27.6,8.4,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,"25g of coffee grounds, 2g of dried mango skins, 3g of dried chye sim",Mixed
2024-12-09 00:00:11.682634,NDS005,866.0,43.7,142.0,374.0,369.0,27.5,7.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,4g of crushed eggshells,Green
2024-12-09 00:00:10.045230,NDS012,459.0,30.4,57.0,178.0,171.0,27.1,7.3,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,20g of coffee grounds,Brown
2024-12-09 00:00:08.816631,NDS015,910.0,33.4,151.0,396.0,391.0,27.7,5.3,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,20g of coffee grounds,Brown
2024-12-09 00:00:01.334998,NDS016,966.0,43.0,163.0,423.0,418.0,28.1,6.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,20g of coffee grounds,Brown
2024-12-08 00:00:26.855023,NDS005,875.0,46.9,144.0,379.0,374.0,28.6,7.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-08 00:00:23.353881,NDS012,467.0,30.9,59.0,182.0,175.0,28.1,7.5,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-08 00:00:22.844713,NDS011,1918.0,88.4,361.0,882.0,881.0,28.4,7.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-08 00:00:20.794511,NDS006,1427.0,67.1,259.0,645.0,642.0,28.5,7.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-08 00:00:15.694790,NDS015,939.0,35.0,157.0,410.0,405.0,28.7,5.4,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-08 00:00:14.873595,NDS004,708.0,51.7,109.0,298.0,293.0,28.8,8.3,1.0 : 2.7 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-08 00:00:04.004390,NDS016,1058.0,51.4,182.0,467.0,463.0,29.3,6.5,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-07 00:00:23.492863,NDS005,896.0,45.1,148.0,389.0,384.0,28.5,8.4,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-07 00:00:23.402470,NDS015,947.0,33.9,159.0,413.0,409.0,28.5,5.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-07 00:00:23.283162,NDS006,1418.0,70.6,257.0,641.0,638.0,28.4,6.8,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-07 00:00:15.084954,NDS012,462.0,30.9,57.0,180.0,173.0,27.8,7.6,1.0 : 3.2 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-07 00:00:14.785106,NDS004,707.0,48.4,109.0,298.0,292.0,28.6,8.1,1.0 : 2.7 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-07 00:00:11.914949,NDS011,1952.0,93.2,368.0,898.0,897.0,28.2,7.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-07 00:00:05.665162,NDS016,1129.0,50.0,197.0,501.0,497.0,29.2,6.6,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-06 00:00:20.614723,NDS011,1940.0,93.6,366.0,892.0,892.0,27.8,7.2,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-06 00:00:19.476829,NDS012,470.0,31.7,59.0,183.0,177.0,27.5,7.3,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-06 00:00:18.274634,NDS004,714.0,52.1,110.0,301.0,295.0,28.2,8.3,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2024-12-06 00:00:16.204944,NDS005,904.0,49.3,150.0,393.0,388.0,28.1,6.5,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-06 00:00:13.954650,NDS006,1404.0,71.3,254.0,634.0,631.0,28.0,6.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-06 00:00:12.336115,NDS015,939.0,33.8,157.0,410.0,405.0,28.1,5.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-06 00:00:05.772834,NDS016,1144.0,51.7,200.0,508.0,504.0,28.8,6.6,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-05 00:00:29.733290,NDS011,1976.0,96.6,373.0,910.0,909.0,27.5,7.2,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-05 00:00:20.923103,NDS006,1390.0,72.0,251.0,627.0,624.0,27.6,6.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-05 00:00:20.713356,NDS004,720.0,55.2,111.0,304.0,298.0,27.8,8.2,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2024-12-05 00:00:19.692941,NDS015,946.0,33.7,159.0,413.0,408.0,27.7,5.9,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-05 00:00:19.538247,NDS005,912.0,46.0,151.0,397.0,392.0,27.7,8.5,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-05 00:00:13.863395,NDS016,1212.0,63.8,214.0,541.0,538.0,28.4,6.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-05 00:00:05.573014,NDS012,473.0,34.3,60.0,185.0,178.0,27.1,6.8,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-04 00:00:31.210463,NDS012,484.0,31.7,62.0,190.0,184.0,27.0,6.8,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-04 00:00:27.830457,NDS004,721.0,52.4,112.0,304.0,299.0,27.7,8.2,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2024-12-04 00:00:25.890290,NDS011,1988.0,92.5,376.0,916.0,915.0,27.4,7.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-04 00:00:23.730285,NDS006,1367.0,67.9,246.0,616.0,613.0,27.4,6.1,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-04 00:00:23.338569,NDS016,1275.0,62.3,227.0,572.0,568.0,28.2,5.6,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-04 00:00:15.440303,NDS005,926.0,46.4,154.0,403.0,399.0,27.5,8.4,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-04 00:00:09.917940,NDS015,911.0,36.1,151.0,396.0,391.0,27.6,5.9,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-03 00:00:20.732817,NDS015,864.0,34.9,141.0,373.0,368.0,27.6,6.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-03 00:00:14.985153,NDS004,757.0,54.3,119.0,322.0,316.0,27.8,8.2,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2024-12-03 00:00:10.693129,NDS012,501.0,31.7,66.0,198.0,192.0,27.1,7.4,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-03 00:00:10.485273,NDS016,1245.0,55.7,221.0,557.0,554.0,28.2,6.1,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-03 00:00:09.481035,NDS005,920.0,44.3,153.0,400.0,396.0,27.5,8.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-03 00:00:09.455283,NDS011,2023.0,92.4,383.0,932.0,932.0,27.5,7.6,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-03 00:00:09.059954,NDS006,1387.0,70.3,251.0,626.0,623.0,27.4,5.9,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-02 00:00:28.300106,NDS016,1251.0,56.2,222.0,560.0,557.0,28.8,6.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-02 00:00:24.948027,NDS006,1453.0,70.6,264.0,658.0,655.0,27.9,5.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-02 00:00:24.218222,NDS015,875.0,31.6,144.0,379.0,374.0,28.1,6.3,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-02 00:00:20.737878,NDS012,523.0,30.4,70.0,209.0,203.0,27.5,6.6,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-02 00:00:14.579609,NDS011,2004.0,94.4,379.0,923.0,923.0,27.9,7.6,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-02 00:00:04.259320,NDS004,787.0,59.0,125.0,336.0,331.0,28.3,8.2,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-02 00:00:00.349577,NDS005,941.0,43.7,157.0,411.0,406.0,28.0,5.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-01 00:00:28.474299,NDS015,838.0,33.1,136.0,361.0,356.0,27.7,6.7,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-01 00:00:28.381402,NDS011,1985.0,91.6,375.0,914.0,913.0,27.5,7.5,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-01 00:00:23.762997,NDS012,559.0,32.0,78.0,226.0,220.0,27.2,6.3,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-01 00:00:23.670209,NDS016,1257.0,63.3,223.0,563.0,559.0,28.4,5.7,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-01 00:00:18.443245,NDS004,777.0,58.5,123.0,331.0,326.0,28.0,8.1,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2024-12-01 00:00:13.013455,NDS005,972.0,46.0,164.0,426.0,421.0,27.8,5.3,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-01 00:00:11.163147,NDS006,1476.0,69.5,269.0,669.0,666.0,27.6,5.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-11-30 00:00:30.510661,NDS004,801.0,51.9,128.0,343.0,338.0,26.8,8.0,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-30 00:00:29.375234,NDS012,570.0,31.7,80.0,232.0,225.0,26.2,6.3,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-30 00:00:28.981907,NDS015,863.0,32.1,141.0,373.0,368.0,26.7,7.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-30 00:00:24.771559,NDS006,1438.0,67.0,261.0,650.0,647.0,26.3,5.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-11-30 00:00:24.672490,NDS005,1008.0,47.4,171.0,443.0,438.0,26.6,4.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-30 00:00:17.703250,NDS011,1967.0,94.4,372.0,905.0,905.0,26.7,7.5,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-30 00:00:00.396487,NDS016,1284.0,58.6,229.0,576.0,573.0,27.2,5.2,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-29 00:00:27.133697,NDS011,1949.0,89.5,368.0,897.0,896.0,27.3,7.6,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-29 00:00:14.645548,NDS015,918.0,33.9,153.0,399.0,395.0,27.5,7.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-29 00:00:14.451702,NDS006,1455.0,74.9,265.0,658.0,656.0,27.0,5.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-11-29 00:00:14.235796,NDS005,1071.0,47.7,185.0,473.0,469.0,27.2,4.7,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-29 00:00:13.623018,NDS012,609.0,30.9,88.0,250.0,244.0,27.0,6.4,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-29 00:00:08.803590,NDS016,1367.0,64.7,246.0,616.0,613.0,28.0,4.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-11-29 00:00:00.205115,NDS004,866.0,52.9,142.0,374.0,369.0,27.5,8.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-28 00:00:28.833061,NDS015,916.0,34.8,152.0,399.0,394.0,27.2,7.9,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-28 00:00:27.928292,NDS011,1909.0,92.0,359.0,877.0,876.0,26.9,7.4,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-28 00:00:27.202281,NDS004,809.0,45.4,130.0,347.0,342.0,27.0,8.0,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-28 00:00:27.092330,NDS005,949.0,42.3,159.0,414.0,410.0,26.8,4.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-11-28 00:00:26.399466,NDS006,1421.0,73.4,258.0,642.0,639.0,26.6,6.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-11-28 00:00:15.629166,NDS016,1245.0,54.5,221.0,557.0,554.0,27.8,6.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-28 00:00:09.792273,NDS012,568.0,30.6,80.0,231.0,224.0,26.8,6.3,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-27 03:41:39.738916,NDS016,1275.0,59.9,227.0,572.0,568.0,26.5,3.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"180g of coffee grounds, 40g of dried mango skins",Brown
2024-11-27 03:41:23.967791,NDS005,760.0,35.2,120.0,323.0,318.0,25.9,3.0,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,"25g of coffee grounds, 5g of fresh mint leaves, 4g of dried mango skins",Mixed
2024-11-27 03:24:27.235865,NDS012,478.0,27.7,61.0,187.0,181.0,25.7,6.2,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,"20g of coffee grounds, 80g of dried mango skins",Brown
2024-11-27 03:24:26.213927,NDS011,1882.0,90.4,354.0,864.0,863.0,25.7,7.1,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"20g of coffee grounds, 4g of dried mango skins",Brown
2024-11-27 03:24:20.894744,NDS015,620.0,22.9,90.0,256.0,250.0,26.1,6.9,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,"20g of coffee grounds, 4g of dried mango skins",Brown
2024-11-27 03:24:20.621537,NDS006,1206.0,57.5,213.0,538.0,535.0,26.1,6.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"5g of dried radish tops, 3g of fresh mint leaves, 5g of dried mango skins",Green
2024-11-27 03:24:19.468971,NDS004,563.0,36.1,79.0,228.0,222.0,25.9,8.0,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,"1g of dried radish tops, 15g of coffee grounds, 5g of dried mango skins",Brown
2024-11-20 00:00:30.974871,NDS011,1864.0,89.6,350.0,856.0,855.0,26.1,6.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-20 00:00:21.027055,NDS012,489.0,30.2,63.0,193.0,186.0,26.0,6.5,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-20 00:00:13.156827,NDS006,1152.0,62.3,201.0,512.0,508.0,26.4,6.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-20 00:00:12.765228,NDS016,1141.0,51.7,199.0,507.0,503.0,26.5,5.7,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-20 00:00:12.547041,NDS005,743.0,36.1,116.0,315.0,310.0,26.0,4.2,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2024-11-20 00:00:12.126707,NDS004,510.0,37.9,68.0,203.0,196.0,26.2,8.0,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-20 00:00:12.035144,NDS015,636.0,23.5,94.0,263.0,258.0,26.3,7.0,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-19 00:00:28.336587,NDS015,640.0,23.4,95.0,265.0,259.0,26.3,7.0,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-19 00:00:26.203263,NDS011,1867.0,85.5,351.0,857.0,856.0,26.1,6.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-19 00:00:24.347347,NDS006,1120.0,54.7,195.0,497.0,493.0,26.3,6.6,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-19 00:00:09.294974,NDS012,497.0,27.6,65.0,196.0,190.0,26.0,6.5,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-19 00:00:04.576765,NDS016,1138.0,55.7,199.0,506.0,502.0,26.5,5.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-19 00:00:01.414614,NDS004,514.0,41.5,68.0,205.0,198.0,26.2,8.0,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-19 00:00:00.475258,NDS005,730.0,37.0,113.0,309.0,303.0,26.0,4.6,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2024-11-18 00:00:24.553790,NDS015,649.0,24.1,97.0,270.0,264.0,26.2,7.0,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-18 00:00:19.926079,NDS011,1879.0,88.2,353.0,863.0,862.0,26.0,7.0,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-18 00:00:16.046895,NDS004,499.0,38.9,65.0,197.0,191.0,26.2,7.9,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-18 00:00:12.556491,NDS016,1126.0,54.1,196.0,500.0,496.0,26.4,5.0,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-18 00:00:07.746467,NDS006,1117.0,56.2,194.0,495.0,491.0,26.2,6.6,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-18 00:00:05.214212,NDS012,511.0,29.1,68.0,203.0,197.0,25.9,6.6,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-18 00:00:04.166298,NDS005,725.0,36.1,112.0,306.0,301.0,25.9,4.7,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2024-11-17 00:00:25.353353,NDS004,494.0,39.3,64.0,195.0,188.0,26.1,7.8,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-17 00:00:23.839348,NDS012,519.0,28.2,69.0,207.0,201.0,25.9,6.7,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-17 00:00:21.363176,NDS016,1079.0,50.2,186.0,477.0,473.0,26.4,5.9,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-17 00:00:20.545169,NDS006,1140.0,61.0,199.0,507.0,503.0,26.1,6.7,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-17 00:00:09.682958,NDS005,726.0,37.2,113.0,307.0,301.0,25.9,5.1,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2024-11-17 00:00:08.035489,NDS011,1885.0,89.5,354.0,866.0,865.0,26.0,6.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-17 00:00:03.849508,NDS015,661.0,24.1,99.0,276.0,270.0,26.2,7.1,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-16 00:00:22.552586,NDS004,497.0,40.7,65.0,196.0,190.0,26.7,7.7,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-16 00:00:21.734641,NDS016,1135.0,57.5,198.0,504.0,500.0,27.0,3.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-16 00:00:18.752668,NDS011,1903.0,87.4,358.0,875.0,874.0,26.6,6.8,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-16 00:00:18.352790,NDS012,540.0,33.1,74.0,217.0,211.0,26.4,6.7,1.0 : 2.9 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-16 00:00:11.174760,NDS015,670.0,24.1,101.0,280.0,274.0,26.7,6.9,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-11-16 00:00:07.802892,NDS006,1163.0,67.0,204.0,518.0,514.0,26.7,6.9,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-16 00:00:01.555001,NDS005,726.0,34.3,113.0,307.0,301.0,26.4,5.3,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2024-11-15 00:00:28.408378,NDS005,721.0,37.5,112.0,304.0,299.0,26.4,5.7,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,"45g of distilled water, 1g of fresh mint leaves, 1g of dried chye sim",Green
2024-11-15 00:00:21.559444,NDS004,494.0,41.0,64.0,195.0,188.0,26.7,7.5,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,"40g of distilled water, 2g of dried radish tops, 4g of crushed eggshells, 25g of coffee grounds",Mixed
2024-11-15 00:00:17.459120,NDS006,1235.0,70.6,219.0,552.0,549.0,26.7,6.9,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"1g of dried radish tops, 7g of crushed eggshells, 25g of coffee grounds, 2g of dried mango skins, 3g of dried chye sim",Mixed
2024-11-15 00:00:17.039098,NDS016,1144.0,56.4,200.0,508.0,504.0,27.0,5.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"100g of distilled water, 150g of dried leaves",Unknown
2024-11-15 00:00:08.328926,NDS012,541.0,30.9,74.0,218.0,211.0,26.4,6.8,1.0 : 2.9 : 2.9,Low,Low,Low,Invalid,Not Done Composting,"100g of distilled water, 150g of dried leaves",Unknown
2024-11-15 00:00:05.059174,NDS011,1882.0,89.6,354.0,864.0,863.0,26.5,7.0,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"100g of distilled water, 150g of dried leaves",Unknown
2024-11-15 00:00:02.079152,NDS015,665.0,24.1,100.0,277.0,272.0,26.7,7.1,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,"100g of distilled water, 150g of dried leaves",Unknown
2024-11-14 00:00:17.966840,NDS011,1915.0,89.6,361.0,880.0,879.0,26.4,6.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-14 00:00:14.581206,NDS016,1061.0,51.9,183.0,468.0,464.0,26.7,4.3,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-14 00:00:13.041599,NDS004,487.0,41.6,63.0,192.0,185.0,26.4,7.4,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-14 00:00:04.751730,NDS006,1226.0,71.3,217.0,548.0,544.0,26.4,7.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-14 00:00:03.931211,NDS005,702.0,41.6,108.0,295.0,290.0,26.1,5.7,1.0 : 2.7 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-11-14 00:00:03.021851,NDS015,670.0,25.1,101.0,280.0,274.0,26.4,7.3,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-11-14 00:00:01.051681,NDS012,540.0,30.2,74.0,217.0,211.0,26.2,6.7,1.0 : 2.9 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-13 00:00:24.656170,NDS011,1949.0,87.9,368.0,897.0,896.0,27.1,6.7,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-11-13 00:00:23.735511,NDS012,543.0,33.0,74.0,219.0,212.0,26.9,6.8,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-13 00:00:21.306107,NDS006,1286.0,75.6,229.0,577.0,574.0,27.3,7.2,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-13 00:00:21.122063,NDS004,480.0,40.4,61.0,188.0,182.0,27.3,7.5,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-13 00:00:21.088146,NDS005,713.0,38.9,110.0,301.0,295.0,26.9,5.5,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2024-11-13 00:00:21.065735,NDS016,1079.0,55.0,186.0,477.0,473.0,27.6,5.7,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-11-13 00:00:20.367450,NDS015,685.0,26.2,104.0,287.0,281.0,27.2,7.3,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-11-12 00:00:21.276314,NDS012,526.0,30.2,71.0,210.0,204.0,26.7,7.0,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-11-12 00:00:21.066342,NDS011,1933.0,84.4,364.0,889.0,888.0,26.9,6.8,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
